eartag,species,date,dpi,barn,od,sp,status,od_f,sp_f,status_f,notes1,notes2,expt,o1,o2,n1,n2,r1,r2,wb1,wb2,omean,nmean,rmean,wbmean,retest
296,Caprine,10/4/2022,12,2,,,,,,,,,,,,,,,,,,0,0,0,,
279,Caprine,10/4/2022,12,3,,,,,,,,,,,,,,,,,,0,0,0,,
289,Caprine,10/4/2022,12,3,0.107,4.3,Neg,0.098,3.32,Neg,,,,28.3964,U,27.0465,U,34.5027,U,,,28.3964,27.0465,34.5027,,
292,Caprine,10/4/2022,12,3,,,,,,,,,,,,,,,,,,0,0,0,,
282,Caprine,10/4/2022,12,5,,,,,,,Negative control,,,,,,,,,,,,,,,
288,Caprine,10/4/2022,12,5,,,,,,,Negative control,,,,,,,,,,,,,,,
297,Caprine,10/4/2022,12,5,,,,,,,Negative control,,,,,,,,,,,,,,,
299,Caprine,10/4/2022,12,6,,,,,,,,,,,,,,,,,,0,0,0,,
300,Caprine,10/4/2022,12,6,,,,,,,,,,,,,,,,,,0,0,0,,
301,Caprine,10/4/2022,12,6,0.078,1.14,Neg,0.103,3.87,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
287,Caprine,14/6/2022,0,3,,,,,,,Negative control,,,,,,,,,,,,,,,
290,Caprine,14/6/2022,0,3,,,,,,,Negative control,,,,,,,,,,,,,,,
295,Caprine,14/6/2022,0,3,,,,,,,Negative control,,,,,,,,,,,,,,,
281,Caprine,14/6/2022,0,1,0.133,6.109481916,Neg,0.056,-1.417399804,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
291,Caprine,14/6/2022,0,1,0.185,11.19257087,Neg,0.088,1.710654936,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
293,Caprine,14/6/2022,0,1,0.126,5.425219941,Neg,0.095,2.394916911,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
278,Caprine,14/6/2022,0,4,0.142,6.989247312,Neg,0.049,-2.101661779,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
294,Caprine,14/6/2022,0,4,0.118,4.643206256,Neg,0.052,-1.808406647,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
298,Caprine,14/6/2022,0,4,0.164,9.139784946,Neg,0.057,-1.319648094,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
276,Caprine,14/6/2022,0,6,0.119,4.740957967,Neg,0.083,1.221896383,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
280,Caprine,14/6/2022,0,6,0.087,1.612903226,Neg,0.077,0.635386119,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
283,Caprine,14/6/2022,0,6,0.078,0.73313783,Neg,0.077,0.635386119,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
287,Caprine,15/6/2022,1,3,,,,,,,Negative control,,,,,,,,,,,,,,,
290,Caprine,15/6/2022,1,3,,,,,,,Negative control,,,,,,,,,,,,,,,
295,Caprine,15/6/2022,1,3,,,,,,,Negative control,,,,,,,,,,,,,,,
281,Caprine,15/6/2022,1,1,0.125,5.327468231,Neg,0.082,1.124144673,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
291,Caprine,15/6/2022,1,1,0.123,5.131964809,Neg,0.111,3.958944282,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
293,Caprine,15/6/2022,1,1,0.124,5.22971652,Neg,0.06,-1.026392962,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
278,Caprine,15/6/2022,1,4,0.103,3.176930596,Neg,0.056,-1.417399804,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
294,Caprine,15/6/2022,1,4,0.151,7.869012708,Neg,0.08,0.928641251,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
298,Caprine,15/6/2022,1,4,0.111,3.958944282,Neg,0.065,-0.537634409,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
276,Caprine,15/6/2022,1,6,0.198,12.46334311,Neg,0.096,2.492668622,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
280,Caprine,15/6/2022,1,6,0.089,1.808406647,Neg,0.066,-0.439882698,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
283,Caprine,15/6/2022,1,6,0.11,3.861192571,Neg,0.109,3.76344086,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
287,Caprine,17/6/2022,3,3,,,,,,,Negative control,,,,,,,,,,,,,,,
290,Caprine,17/6/2022,3,3,,,,,,,Negative control,,,,,,,,,,,,,,,
295,Caprine,17/6/2022,3,3,,,,,,,Negative control,,,,,,,,,,,,,,,
281,Caprine,17/6/2022,3,1,0.214,21.7360621,Pos,0.102,5.928016937,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
291,Caprine,17/6/2022,3,1,0.191,18.48976711,Neg,0.126,9.315455187,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
293,Caprine,17/6/2022,3,1,0.151,12.8440367,Neg,0.093,4.657727594,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
278,Caprine,17/6/2022,3,4,0.229,23.85321101,Pos,0.156,13.549753,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
294,Caprine,17/6/2022,3,4,0.208,20.88920254,Pos,0.28,31.05151729,Pos,,,,U,U,U,U,U,U,,,0,0,0,,
298,Caprine,17/6/2022,3,4,0.206,20.60691602,Pos,0.116,7.904022583,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
276,Caprine,17/6/2022,3,6,0.161,14.2554693,Neg,0.227,23.57092449,Pos,,,,U,U,U,U,U,U,,,0,0,0,,
280,Caprine,17/6/2022,3,6,0.228,23.71206775,Pos,0.141,11.43260409,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
283,Caprine,17/6/2022,3,6,0.179,16.79604799,Neg,0.155,13.40860974,Neg,,,,U,U,U,U,U,U,,,0,0,0,,
287,Caprine,19/6/2022,5,3,,,,,,,Negative control,,,,,,,,,,,,,,,
290,Caprine,19/6/2022,5,3,,,,,,,Negative control,,,,,,,,,,,,,,,
295,Caprine,19/6/2022,5,3,,,,,,,Negative control,,,,,,,,,,,,,,,
281,Caprine,19/6/2022,5,1,0.444,54.199012,Pos,0.118,8.186309104,Neg,,,,30.0759,U,34.078,U,32.9517,U,,,30.0759,34.078,32.9517,,
291,Caprine,19/6/2022,5,1,0.135,10.58574453,Neg,0.183,17.36062103,Neg,,,,28.8745,U,U,U,31.7148,U,,,28.8745,0,31.7148,,
293,Caprine,19/6/2022,5,1,0.185,17.64290755,Neg,0.171,15.66690191,Neg,,,,31.0106,U,30.143,U,29.2438,U,,,31.0106,30.143,29.2438,,
278,Caprine,19/6/2022,5,4,0.2,19.76005646,Neg,0.21,21.17148906,Pos,,,,29.0098,U,U,U,30.8353,U,,,29.0098,0,30.8353,,
294,Caprine,19/6/2022,5,4,0.166,14.9611856,Neg,0.264,28.79322512,Pos,,,,30.0065,U,29.1313,U,31.6672,U,,,30.0065,29.1313,31.6672,,
298,Caprine,19/6/2022,5,4,0.123,8.892025406,Neg,0.122,8.750882145,Neg,,,,28.6471,U,U,U,31.357,U,,,28.6471,0,31.357,,
276,Caprine,19/6/2022,5,6,3.374,467.748765,Pos,1.144,152.9992943,Pos,,,,32.2235,U,33.7213,U,30.5434,U,,,32.2235,33.7213,30.5434,,
280,Caprine,19/6/2022,5,6,1.885,257.5864502,Pos,1.39,187.7205363,Pos,,,,29.7389,U,29.588,U,29.8634,U,,,29.7389,29.588,29.8634,,
283,Caprine,19/6/2022,5,6,3.237,448.4121383,Pos,1.2,160.9033169,Pos,,,,24.9925,U,25.8887,U,31.722,U,,,24.9925,25.8887,31.722,,
287,Caprine,21/6/2022,7,3,,,,,,,Negative control,,,,,,,,,,,,,,,
290,Caprine,21/6/2022,7,3,,,,,,,Negative control,,,,,,,,,,,,,,,
295,Caprine,21/6/2022,7,3,,,,,,,Negative control,,,,,,,,,,,,,,,
281,Caprine,21/6/2022,7,1,3.376,384.7775176,Pos,0.228,16.15925059,Neg,,,,20.7624,U,26.925,U,30.9331,U,,,20.7624,26.925,30.9331,,
291,Caprine,21/6/2022,7,1,1.166,125.9953162,Pos,0.193,12.06088993,Neg,,,,22.0877,U,32.7271,U,29.6334,U,,,22.0877,32.7271,29.6334,,
293,Caprine,21/6/2022,7,1,2.759,312.529274,Pos,0.543,53.04449649,Pos,,,,24.4685,U,29.2217,U,27.0741,U,,,24.4685,29.2217,27.0741,,
278,Caprine,21/6/2022,7,4,1.142,123.1850117,Pos,0.848,88.7587822,Pos,,,,31.6198,U,35.2358,U,25.9038,U,,,31.6198,35.2358,25.9038,,
294,Caprine,21/6/2022,7,4,2.332,262.529274,Pos,1.263,137.35363,Pos,,,,25.0636,U,25.1532,U,28.0376,U,,,25.0636,25.1532,28.0376,,
298,Caprine,21/6/2022,7,4,1.985,221.8969555,Pos,0.253,19.08665105,Neg,,,,26.6418,U,30.9551,U,31.5886,U,,,26.6418,30.9551,31.5886,,
276,Caprine,21/6/2022,7,6,3.35,381.7330211,Pos,3.562,406.557377,Pos,,,,24.8825,U,21.6688,U,23.5261,U,,,24.8825,21.6688,23.5261,,
280,Caprine,21/6/2022,7,6,3.338,380.3278689,Pos,3.205,364.7540984,Pos,,,,22.419,U,27.7946,U,28.5102,U,,,22.419,27.7946,28.5102,,
283,Caprine,21/6/2022,7,6,3.336,380.0936768,Pos,3.315,377.6346604,Pos,,,,27.0477,U,22.8369,U,26.5908,U,,,27.0477,22.8369,26.5908,,
287,Caprine,24/6/2022,10,3,,,,,,,Negative control,,,,,,,,,,,,,,,
290,Caprine,24/6/2022,10,3,,,,,,,Negative control,,,,,,,,,,,,,,,
295,Caprine,24/6/2022,10,3,,,,,,,Negative control,,,,,,,,,,,,,,,
281,Caprine,24/6/2022,10,1,,,,,,,,,,,,,,,,,,0,0,0,,
291,Caprine,24/6/2022,10,1,0.188,11.47540984,Neg,0.118,3.278688525,Neg,,,,33.9408,U,33.3687,U,U,U,,,33.9408,33.3687,0,,
293,Caprine,24/6/2022,10,1,0.576,56.90866511,Pos,0.176,10.07025761,Neg,,,,28.7694,U,26.7069,U,34.6185,U,,,28.7694,26.7069,34.6185,,
278,Caprine,24/6/2022,10,4,0.496,47.54098361,Pos,0.261,20.0234192,Pos,,,,32.9698,U,30.166,U,31.4771,U,,,32.9698,30.166,31.4771,,
294,Caprine,24/6/2022,10,4,0.731,75.05854801,Pos,0.259,19.78922717,Neg,,,,28.5922,U,27.7074,U,31.4212,U,,,28.5922,27.7074,31.4212,,
298,Caprine,24/6/2022,10,4,,,,,,,,,,,,,,,,,,0,0,0,,
276,Caprine,24/6/2022,10,6,,,,,,,,,,,,,,,,,,0,0,0,,
280,Caprine,24/6/2022,10,6,0.27,21.07728337,Pos,0.342,29.50819672,Pos,,,,32.6859,U,33.2744,U,28.2792,U,,,32.6859,33.2744,28.2792,,
283,Caprine,24/6/2022,10,6,1.114,119.9063232,Pos,1.675,185.5971897,Pos,,,,30.0161,U,27.6114,U,32.0077,U,,,30.0161,27.6114,32.0077,,
287,Caprine,26/6/2022,12,3,,,,,,,Negative control,,,,,,,,,,,,,,,
290,Caprine,26/6/2022,12,3,,,,,,,Negative control,,,,,,,,,,,,,,,
295,Caprine,26/6/2022,12,3,,,,,,,Negative control,,,,,,,,,,,,,,,
281,Caprine,26/6/2022,12,1,,,,,,,,,,,,,,,,,,0,0,0,,
291,Caprine,26/6/2022,12,1,,,,,,,,,,,,,,,,,,0,0,0,,
293,Caprine,26/6/2022,12,1,0.176,10.07025761,Neg,0.175,9.953161593,Neg,,,,32.9141,U,33.9075,U,U,U,,,32.9141,33.9075,0,,
278,Caprine,26/6/2022,12,4,,,,,,,,,,,,,,,,,,0,0,0,,
294,Caprine,26/6/2022,12,4,0.261,20.0234192,Pos,0.194,12.17798595,Neg,,,,33.5384,U,38.7577,U,U,U,,,33.5384,38.7577,0,,
298,Caprine,26/6/2022,12,4,,,,,,,,,,,,,,,,,,0,0,0,,
276,Caprine,26/6/2022,12,6,,,,,,,,,,,,,,,,,,0,0,0,,
280,Caprine,26/6/2022,12,6,0.118,3.278688525,Neg,0.221,15.33957845,Neg,,,,31.2639,U,33.0153,U,30.7727,U,,,31.2639,33.0153,30.7727,,
283,Caprine,26/6/2022,12,6,,,,,,,,,,,,,,,,,,0,0,0,,
